show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,studio
s5976,Movie,Ã‰g man Ã¾ig,Ã“skar ThÃ³r Axelsson,"JÃ³hannes Haukur JÃ³hannesson, ÃgÃºsta Eva ErlendsdÃ³ttir, Elma Stefania Agustsdottir, Thor Kristjansson, Anna GunndÃ­s GuÃ°mundsdÃ³ttir, Sara DÃ¶gg ÃsgeirsdÃ³ttir, ÃžrÃ¶stur LeÃ³ Gunnarsson, JÃ³hann SigurÃ°arson, Sveinn Geirsson, Arnar PÃ¡ll HarÃ°arson",Iceland,27-Mar-18,2017,TV-MA,106 min,"Horror Movies, International Movies",Zik Zak Filmworks
s5978,Movie,Ã†on Flux,Karyn Kusama,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand, Pete Postlethwaite, Amelia Warner, Caroline Chikezie, Nikolai Kinski, Paterson Joseph, Yangzom Brauen",United States,1-Feb-18,2005,PG-13,93 min,"Action & Adventure, Sci-Fi & Fantasy",Paramount Pictures
s5992,Movie,14 Cameras,"Scott Hussion, Seth Fuller","Neville Archambault, Amber Midthunder, Brytnee Ratledge, Hank Rogerson, Chelsea Edmundson, John-Paul Howard, Lora Martinez-Cunningham, Brianne Moncrief",United States,27-Oct-18,2018,TV-MA,89 min,"Horror Movies, Thrillers",Hood River Entertainment
s5995,Movie,1BR,David Marmor,"Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Celeste Sully, Susan Davis, Clayton Hoff, Earnestine Phillips",United States,23-Aug-20,2019,TV-MA,90 min,"Horror Movies, Independent Movies, Thrillers",1BR Movie
s5996,Movie,1st Summoning,Raymond Wood,"Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald",United States,26-Jul-19,2018,TV-MA,94 min,"Horror Movies, Independent Movies",Darkwood Pictures
s6003,Movie,2307: Winter's Dream,Joey Curtis,"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley",United States,1-Mar-18,2016,TV-MA,101 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",ULTRAMEDIA
s6013,Movie,30 Minutes or Less,Ruben Fleischer,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael PeÃ±a, Bianca Kajlich, Fred Ward",United States,1-Jan-21,2011,R,83 min,"Action & Adventure, Comedies",Columbia Pictures
s6018,Movie,5 to 7,Victor Levin,"Anton Yelchin, BÃ©rÃ©nice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella, Glenn Close",United States,16-Mar-17,2014,R,97 min,"Comedies, Dramas, Romantic Movies",Demarest Films
s6022,Movie,6 Days,Toa Fraser,"Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Ben Turner, Aymen Hamdouchi, Tim Pigott-Smith, Robert Portal, Colin Garlick, Andrew Grainger, Martin Hancock, Emun Elliott","New Zealand, United Kingdom",8-Feb-18,2017,R,94 min,"Action & Adventure, Dramas, International Movies",Dog with a Bone Productions
s6023,Movie,6-5=2,Bharat Jain,"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada",India,1-Nov-17,2014,TV-MA,103 min,"Horror Movies, International Movies, Thrillers",SwarnaLatha Production
s6024,Movie,68 Kill,Trent Haaga,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust",United States,1-Sep-19,2017,R,96 min,"Comedies, Independent Movies, Thrillers",Snowfort Pictures
s6029,Movie,A Billion Colour Story,Padmakumar Narasimhamurthy,"Dhruva Padmakumar, Gaurav Sharma, Vasuki",India,1-Apr-18,2016,TV-14,104 min,"Dramas, Independent Movies, International Movies",The Sathish Kaushik Entertainment
s6030,Movie,A Boy Called Po,John Asher,"Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen, Caitlin Carmichael, Sean Gunn, Bryan Batt, Fay Masterson, Brian George",United States,15-Jan-18,2016,PG,94 min,"Dramas, Sci-Fi & Fantasy",Commonwealth Film Manufacturing
s6034,Movie,A Family Affair,Tom Fassaert,Tom Fassaert,"Netherlands, Denmark, South Africa",16-Oct-16,2015,TV-PG,111 min,"Documentaries, International Movies",Atta Girl Productions
s6036,Movie,A Flying Jatt,Remo D'Souza,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Amrita Singh, Gaurav Pandey, Shraddha Kapoor, Amrita Puri",India,15-Nov-17,2016,TV-14,142 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Balaji Motion Pictures
s6037,Movie,A Glimpse Inside the Mind of Charles Swan III,Roman Coppola,"Charlie Sheen, Jason Schwartzman, Bill Murray, Katheryn Winnick, Patricia Arquette, Aubrey Plaza, Mary Elizabeth Winstead, Dermot Mulroney",United States,15-Jul-18,2012,R,86 min,"Comedies, Independent Movies",American Zoetrope
s6050,Movie,A Night at the Roxbury,John Fortenberry,"Will Ferrell, Chris Kattan, Dan Hedaya, Molly Shannon, Richard Grieco, Loni Anderson, Elisa Donovan, Gigi Rice, Lochlyn Munro, Dwayne Hickman",United States,1-Dec-19,1998,PG-13,82 min,"Comedies, Cult Movies",Broadway Pictures
s6052,Movie,A Patch of Fog,Michael Lennox,"Stephen Graham, Conleth Hill, Lara Pulver, Arsher Ali, Stuart Graham, Ian McElhinney",United Kingdom,15-Apr-17,2015,TV-MA,92 min,"Dramas, Thrillers",Jones Company
s6053,Movie,A Perfect Man,Kees Van Oostrum,"Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Katie Carr, RenÃ©e Soutendijk, Huub Stapel, Michael Pas",United States,6-Jun-19,2013,R,94 min,"Dramas, Independent Movies, Romantic Movies",Double Eagle
s6056,Movie,A Scandall,Ishaan Trivedi,"Johnny Baweja, Reeth Mazumder, Manav Kaul, Tanvi Vyas, Puru Chibber, Vasundhara Kaul, Aayam Mehta, Niraj Sah",India,15-Oct-17,2016,TV-MA,108 min,"International Movies, Thrillers",Let's Ring the Bell Productions
s6058,Movie,A Serious Man,"Ethan Coen, Joel Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Adam Arkin, Amy Landecker, Alan Mandell, Fyvush Finkel, Peter Breitmayer, Aaron Wolff, Jessica McManus, Brent Braunschweig","United States, United Kingdom, France",16-Jan-18,2009,R,106 min,"Comedies, Independent Movies",Focus Features
s6059,Movie,A Sort of Homecoming,Maria Burton,"Laura Marano, Parker Mack, Katherine McNamara, Marcus Lyle Brown, Shayne Topp, Michelle Clunie, Kathleen Wilhoite",United States,1-Aug-17,2015,TV-PG,89 min,"Dramas, Independent Movies",Believe Entertainment
s6064,Movie,A Wednesday,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw, Aamir Bashir, Kali Prasad Mukherjee, Vijay Bhatia, Chetan Pandit",India,1-Nov-18,2008,TV-MA,103 min,"Action & Adventure, Dramas, International Movies",Anjum Rizvi Film Company
s6066,Movie,A Wrinkle in Time,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael PeÃ±a, Bellamy Young, AndrÃ© Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson",United States,25-Sep-18,2018,PG,110 min,Children & Family Movies,Legend3D
s6069,Movie,A.M.I.,Rusty Nixon,"Debs Howard, Philip Granger, Sam Robert Muik, Havana Guppy, Bonnie Hay, Veronica Hampson, Lori Triolo, Andrew Coghlan, Laura Mitchell, Elinet Louicius",Canada,1-Oct-20,2019,TV-MA,77 min,Horror Movies,1160594 B.C.
s6072,Movie,Aadu 2,Midhun Manuel Thomas,"Jayasurya, Vinayakan, Sunny Wayne, Vijay Babu, Saiju Kurup, Vineeth Mohan, Unni Rajan P. Dev, Dharmajan Bolgatty, Indrans",India,15-May-18,2017,TV-MA,150 min,"Comedies, International Movies",Friday Film House
s6074,Movie,Aarakshan,Prakash Jha,"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee, Deepika Padukone, Prateik, Tanvi Azmi, Saurabh Shukla, Darshan Jariwala, Yashpal Sharma, Mukesh Tiwari",India,31-Dec-19,2011,TV-14,164 min,"Dramas, International Movies",Base Industries Group
s6075,Movie,Aashayein,Nagesh Kukunoor,"John Abraham, Sonal Sehgal, Prateeksha Lonkar, Girish Karnad, Farida Jalal, Ashwin Chitale, Anaitha Nair, Vikram Inamdar, Vipin Bhali, Poonam Chitale, Nagesh Kukunoor",India,22-Oct-17,2010,TV-14,115 min,"Dramas, International Movies",Percept Picture Company
s6077,Movie,Abby Sen,Atanu Ghosh,"Abir Chatterjee, Raima Sen, Arunima Ghosh, Priyanka Sarkar, Sujan Mukherjee, Kanchan Mullick, Biswanath Basu, Bhaswar Chatterjee, Swagata Basu, Tuhin Mitra, Paran Banerjee, Kharaj Mukherjee, Chiranjit",India,1-May-17,2015,TV-PG,127 min,"Comedies, Dramas, International Movies",Friend's Communication
s6083,Movie,Abzurdah,Daniela Goggi,"Eugenia SuÃ¡rez, Esteban Lamothe, Gloria CarrÃ¡, Rafael Spregelburd, TomÃ¡s Ottaviano, Julieta Gullo, Zoe Hochbaum, Lucia Carolina Pecrul",Argentina,25-Aug-16,2015,TV-MA,90 min,"Dramas, International Movies",Fenix Contenidos Audiovisuales
s6084,Movie,Acapulco La vida va,Alfonso Serrano Maturino,"Patricio Castillo, Sergio Bustamante, Alejandro SuÃ¡rez, Luz MarÃ­a Jerez, Bob Isaacs, Tere Monroy",Mexico,3-Jun-17,2016,TV-MA,89 min,"Comedies, Dramas, International Movies",Gran Numeronce Producciones
s6086,Movie,Across the Universe,Julie Taymor,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, James Urbaniak, T.V. Carpio, Spencer Liff","United States, United Kingdom",1-Jan-19,2007,PG-13,133 min,"Dramas, Music & Musicals, Romantic Movies",Revolution Studios
s6087,Movie,Act of Valor,"Mike McCoy, Scott Waugh","Keo Woolford, Drea Castro, Emilio Rivera, Rorke Denver, Jason Cottle, Ailsa Marshall, Alex Veadov, Dave, Roselyn Sanchez, Thomas Rosales Jr., Nestor Serrano, Gonzalo Menendez",United States,1-Jun-20,2012,R,110 min,Action & Adventure,Relativity Media
s6089,Movie,Acts of Violence,Brett Donowho,"Cole Hauser, Bruce Willis, Shawn Ashmore, Ashton Holmes, Melissa Bolona, Patrick St. Esprit, Sophia Bush, Mike Epps",Canada,1-Aug-20,2018,R,87 min,Action & Adventure,Lionsgate Premiere
s6098,Movie,Afterschool,Antonio Campos,"Ezra Miller, Addison Timlin, Jeremy Allen White, Michael Stuhlbarg, Emory Cohen, David Costabile, Rosemarie DeWitt, Dariusz M. Uczkowski, Gary Wilmes, Paul Sparks, Alexandra Neil, Lee Wilkof",United States,13-Aug-20,2008,TV-MA,107 min,"Dramas, Independent Movies",BorderLine Films
s6099,Movie,Aftershock,NicolÃ¡s LÃ³pez,"Eli Roth, Andrea OsvÃ¡rt, Ariel Levy, Natasha Yarovenko, NicolÃ¡s MartÃ­nez, Lorenza Izzo, Marcial Tagle, RamÃ³n Llao, Ignacia Allamand, Paz BascuÃ±Ã¡n","United States, Chile",7-Mar-18,2012,R,89 min,"Action & Adventure, Horror Movies",Group/Bonaire Films
s6104,Movie,Ahista Ahista,Shivam Nair,"Abhay Deol, Soha Ali Khan, Shayan Munshi, Kamini Khanna, Sohrab Ardeshir, Murad Ali, Shakeel Khan, Natasha Sinha, Brijendra Kala",India,31-Dec-19,2006,TV-14,122 min,"Dramas, International Movies, Romantic Movies",Anjum Rizvi Film Company
s6108,Movie,Aitraaz,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Akshay Kumar, Kareena Kapoor, Priyanka Chopra, Amrish Puri, Paresh Rawal, Annu Kapoor",India,1-Mar-18,2004,TV-14,153 min,"International Movies, Music & Musicals, Romantic Movies",Mukta Arts
s6110,Movie,Albion: The Enchanted Stallion,Castille Landon,"Daniel Sharman, Jennifer Morrison, Debra Messing, Stephen Dorff, John Cleese, Liam McIntyre, Richard Kind, Avery Arendes, Castille Landon","United States, Bulgaria",1-Jul-17,2016,TV-PG,106 min,Children & Family Movies,Character Brigade
s6116,Movie,All About Nina,Eva Vives,"Mary Elizabeth Winstead, Common, Kate del Castillo, Chace Crawford, Jay Mohr, Beau Bridges, Clea DuVall, Melonie Diaz, Camryn Manheim, Mindy Sterling, Angelique Cabral, Nicole Byer, Todd Louiso, Elizabeth Masucci, Sonoya Mizuno, Charlotte Newhouse, Victor Rasuk, Andree Vermeulen",United States,18-Mar-19,2018,R,101 min,"Comedies, Dramas, Independent Movies",Diablo Entertainment (II)
s6119,Movie,All Hallows' Eve,Charlie Vaughn,"Lexi Giovagnoli, Ashley Argota, John DeLuca, Diane Salinger, Martin Klebba, Tracey Gold, Dee Wallace, Pilot Paisley-Rose, Daniel Cooksley, Vincent Giovagnoli, Dillon Cavitt",United States,1-Aug-17,2016,TV-G,92 min,"Children & Family Movies, Independent Movies",Ruthless Pictures
s6120,Movie,All Light Will End,Chris Blake,"Ashley Pereira, Alexandra Harris, Ted Welch, Sam Jones III, Sarah Butler, Andy Buckley, Graham Outerbridge, Michael James Thomas, John Schuck, Aaron Munoz",United States,2-Feb-19,2018,TV-MA,84 min,"Horror Movies, Thrillers",Red Vessel Entertainment
s6121,Movie,All the Boys Love Mandy Lane,Jonathan Levine,"Anson Mount, Edwin Hodge, Michael Welch, Brooke Bloom, Amber Heard, Aaron Himelstein, Whitney Able, Luke Grimes, Melissa Price",United States,3-Jul-18,2006,R,91 min,Horror Movies,Occupant Entertainment
s6129,Movie,Always a Bridesmaid,Trey Haley,"Javicia Leslie, Jordan Calloway, Richard Lawson, Yvette Nicole Brown, Michelle Mitchenor, Amber Chardae Robinson, Jasmin Brown",United States,3-Mar-20,2019,TV-14,98 min,"Comedies, Romantic Movies",AAB Film
s6130,Movie,Amar Akbar & Tony,Atul Malhotra,"Rez Kempton, Sam Vincenti, Martin Delaney, Karen David, Laura Aikman, Goldy Notay, Meera Syal, Nina Wadia, Tanveer Ghani, Amrita Acharia",United Kingdom,20-Jun-17,2015,TV-MA,92 min,"Comedies, Dramas, International Movies",Sash Media
s6131,Movie,Amar Akbar Anthony,Manmohan Desai,"Vinod Khanna, Rishi Kapoor, Amitabh Bachchan, Neetu Singh, Parveen Babi, Shabana Azmi, Nirupa Roy, Pran",India,31-Dec-19,1977,TV-14,172 min,"Action & Adventure, Classic Movies, Comedies",Hirawat Jain and Company
s6135,Movie,American Assassin,Michael Cuesta,"Dylan O'Brien, Michael Keaton, Sanaa Lathan, Shiva Negar, Taylor Kitsch, Trevor White, Navid Negahban, Scott Adkins, David Suchet, Sydney Rae White",United States,31-Jan-20,2017,R,112 min,Action & Adventure,CBS Films
s6136,Movie,American Beauty,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Chris Cooper, Peter Gallagher, Allison Janney, Scott Bakula, Sam Robards",United States,1-Jan-20,1999,R,122 min,Dramas,DreamWorks
s6143,Movie,American Heist,Sarik Andreasyan,"Hayden Christensen, Adrien Brody, Jordana Brewster, Tory Kittles, Akon, Luis Da Silva Jr., Lance E. Nichols, Joe Chrest","Canada, Luxembourg",23-Oct-19,2014,R,95 min,"Action & Adventure, Dramas",Glacier Films
